,company,type,rating,reviewers,age,highly_ratedFOR,critically_ratedFOR
2493,Wonderla Holidays,Hospitality ,4.6,298 Reviews,24 years old,"Company Culture, Work Satisfaction, Job Security",
2494,Katerra,Engineering & Construction ,3.4,298 Reviews,9 years old,"Job Security, Promotions / Appraisal, Company Culture",
2495,Wipro Infotech Limited,,4.1,298 Reviews,,"Work Life Balance, Work Satisfaction, Job Security","Promotions / Appraisal, Salary & Benefits"
2496,Kellogg Brown and Root,Defence & Aerospace ,4.1,298 Reviews,26 years old,"Company Culture, Work Life Balance, Work Satisfaction",
2497,Quinnox,IT Services & Consulting ,3.9,298 Reviews,22 years old,Promotions / Appraisal,
2498,Tribhovandas Bhimji Zaveri,Metals & Mining ,4.3,297 Reviews,160 years old,"Job Security, Work Life Balance, Skill Development / Learning",
2499,Vidal Health Insurance,Insurance ,4.0,297 Reviews,,Work Life Balance,Promotions / Appraisal
2500,Aculife Healthcare,Pharma ,3.7,297 Reviews,10 years old,"Promotions / Appraisal, Salary & Benefits",
2501,Creative Synergies Group,IT Services & Consulting ,3.9,297 Reviews,13 years old,"Company Culture, Work Life Balance, Skill Development / Learning",
2502,HashedIn by Deloitte,IT Services & Consulting ,4.2,297 Reviews,14 years old,"Company Culture, Job Security, Skill Development / Learning",
2503,XL Health,Healthcare ,4.2,297 Reviews,27 years old,"Company Culture, Job Security, Skill Development / Learning",
2504,AceMicromatic Group,Industrial Machinery ,4.4,297 Reviews,45 years old,"Company Culture, Skill Development / Learning, Job Security",
2505,Romsons Group Of Industries,Medical Equipment ,4.0,297 Reviews,72 years old,Promotions / Appraisal,
2506,Hanon Systems,Auto Components ,4.2,297 Reviews,38 years old,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
2507,Flipkart Health+,Internet ,3.8,297 Reviews,11 years old,Promotions / Appraisal,
2508,GGS Information Services,IT Services & Consulting ,3.7,297 Reviews,36 years old,"Promotions / Appraisal, Salary & Benefits",
2509,BharatPe,FinTech ,3.8,297 Reviews,6 years old,"Promotions / Appraisal, Job Security, Company Culture",
2510,BCG,Management Consulting ,3.7,296 Reviews,61 years old,Salary & Benefits,Work Life Balance
2511,NetApp,IT Services & Consulting ,3.9,296 Reviews,32 years old,"Work Life Balance, Salary & Benefits, Company Culture","Job Security, Promotions / Appraisal"
2512,People Group,Internet ,3.9,296 Reviews,28 years old,"Promotions / Appraisal, Job Security",
2513,CMR Green Technologies,Metals & Mining ,3.9,296 Reviews,18 years old,Skill Development / Learning,
2514,Kaizen IT Services,IT Services & Consulting ,3.6,296 Reviews,25 years old,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",
2515,Win Medicare,Pharma ,4.1,296 Reviews,19 years old,"Work Life Balance, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal
2516,Lotus Herbals Private Limited,Beauty & Personal Care ,4.2,296 Reviews,31 years old,"Job Security, Salary & Benefits, Work Life Balance",
2517,Invesco,Financial Services ,4.1,296 Reviews,89 years old,"Work Life Balance, Company Culture, Job Security",
2518,Bombardier Transportation,Urban Transport ,4.2,296 Reviews,29 years old,"Work Life Balance, Company Culture, Work Satisfaction",
2519,Mjunction Services,IT Services & Consulting ,4.0,296 Reviews,23 years old,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
2520,Mjunction Services,IT Services & Consulting ,4.0,296 Reviews,23 years old,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
2521,Fossil Group,Fashion & Textile ,3.8,296 Reviews,40 years old,"Promotions / Appraisal, Work Satisfaction",
2522,CMR Green Technologies,Metals & Mining ,3.9,296 Reviews,18 years old,Skill Development / Learning,
2523,Suzlon Global Services,,4.1,296 Reviews,,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
2524,Fexprime Finance,Financial Services ,4.5,295 Reviews,90 years old,"Company Culture, Salary & Benefits, Work Satisfaction",
2525,FCm Travel Solutions,Travel & Tourism ,3.6,295 Reviews,38 years old,"Promotions / Appraisal, Job Security, Salary & Benefits",
2526,Rosmerta Technologies,Auto Components ,3.3,295 Reviews,18 years old,"Promotions / Appraisal, Job Security, Salary & Benefits",
2527,Paper boat,Beverage ,4.0,295 Reviews,11 years old,Salary & Benefits,
2528,5Paisa Capital Limited,Financial Services ,4.0,295 Reviews,9 years old,"Company Culture, Skill Development / Learning, Salary & Benefits",
2529,Tata Toyo Radiator,Auto Components ,3.8,295 Reviews,26 years old,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
2530,Bonace Engineers,Recruitment ,3.9,295 Reviews,29 years old,"Promotions / Appraisal, Job Security",
2531,BOB Financial Solutions,NBFC ,4.4,295 Reviews,30 years old,"Work Life Balance, Job Security, Skill Development / Learning",
2532,Wintax Solution,Recruitment ,4.8,295 Reviews,6 years old,"Company Culture, Skill Development / Learning, Work Life Balance",
2533,Apex Laboratories,Pharma ,4.0,294 Reviews,46 years old,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
2534,Asian Granito India,Building Material ,3.9,294 Reviews,24 years old,"Skill Development / Learning, Promotions / Appraisal, Work Satisfaction",
2535,AVAYA,Software Product ,3.7,294 Reviews,24 years old,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security"
2536,Runwal Group,Real Estate ,3.9,294 Reviews,46 years old,Job Security,Promotions / Appraisal
2537,Synergies Castings,Auto Components ,4.1,294 Reviews,25 years old,"Job Security, Skill Development / Learning, Work Satisfaction",
2538,Ascent Business Solutions,IT Services & Consulting ,3.4,294 Reviews,23 years old,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
2539,Midland Microfin Limited,NBFC ,4.1,294 Reviews,13 years old,"Company Culture, Job Security, Skill Development / Learning",
2540,convergys india services,,3.6,294 Reviews,,Job Security,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
2541,Corporate Infotech,IT Services & Consulting ,3.6,294 Reviews,17 years old,"Promotions / Appraisal, Salary & Benefits, Job Security",
2542,Gujarat Ambuja Exports,Agro Chemicals ,3.6,294 Reviews,33 years old,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
2543,ESDS Software Solutions,IT Services & Consulting ,4.0,294 Reviews,19 years old,"Work Life Balance, Skill Development / Learning, Company Culture",
2544,Kailash Hospital,Healthcare ,4.1,294 Reviews,40 years old,"Job Security, Work Life Balance, Skill Development / Learning",
2545,EXEDY,Auto Components ,4.0,293 Reviews,47 years old,"Job Security, Skill Development / Learning, Work Life Balance","Salary & Benefits, Promotions / Appraisal"
2546,Ashiana Housing,Real Estate ,4.1,293 Reviews,45 years old,"Skill Development / Learning, Job Security, Company Culture",
2547,Victora Tool Engineers,Auto Components ,4.0,293 Reviews,52 years old,Skill Development / Learning,Promotions / Appraisal
2548,SBI Mutual Fund,Financial Services ,4.0,293 Reviews,37 years old,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
2549,Stellar Value Chain Solutions,Logistics ,3.5,293 Reviews,8 years old,"Promotions / Appraisal, Company Culture, Salary & Benefits",
2550,Transguard Group,Law Enforcement & Security ,4.1,293 Reviews,23 years old,"Job Security, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal
2551,Escon Elevators,Industrial Machinery ,3.5,293 Reviews,34 years old,"Promotions / Appraisal, Job Security, Company Culture",
2552,Impact Guru,Internet ,4.1,293 Reviews,10 years old,"Company Culture, Skill Development / Learning, Work Life Balance",
2553,KRBL,Food Processing ,4.0,292 Reviews,135 years old,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
2554,Zara,Fashion & Textile ,3.8,292 Reviews,50 years old,"Job Security, Skill Development / Learning",
2555,SkillRecruit,Recruitment ,4.7,292 Reviews,19 years old,"Company Culture, Work Life Balance, Work Satisfaction",
2556,MagicPin,Internet ,3.3,292 Reviews,9 years old,"Job Security, Work Life Balance, Work Satisfaction",
2557,The Saraswat Co-operative Bank,Banking ,3.4,292 Reviews,106 years old,Job Security,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
2558,SHARE Microfin,Financial Services ,4.4,292 Reviews,35 years old,"Company Culture, Skill Development / Learning, Work Life Balance",
2559,LogixHealth,IT Services & Consulting ,3.6,292 Reviews,34 years old,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",
2560,Nettur Technical Training Foundation,Education & Training ,4.2,292 Reviews,61 years old,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
2561,Gammon Engineers And Contractors,Engineering & Construction ,3.9,292 Reviews,102 years old,"Skill Development / Learning, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
2562,SkillVertex,EdTech ,3.7,292 Reviews,3 years old,,
2563,Apisero,IT Services & Consulting ,4.3,292 Reviews,8 years old,"Company Culture, Job Security, Skill Development / Learning",
2564,Reliance Projects & Property Management Services,IT Services & Consulting ,4.2,292 Reviews,,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
2565,Tally Solutions,IT Services & Consulting ,4.3,291 Reviews,38 years old,"Company Culture, Work Life Balance, Job Security",
2566,Tata BlueScope Steel,Iron & Steel ,3.8,291 Reviews,22 years old,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
2567,Sona Koyo Steering Systems,Auto Components ,4.2,291 Reviews,40 years old,"Company Culture, Skill Development / Learning, Job Security",
2568,Gokaldas Exports,Fashion & Textile ,4.1,291 Reviews,45 years old,"Job Security, Company Culture, Skill Development / Learning",
2569,ExportersIndia,Internet ,4.9,291 Reviews,27 years old,"Company Culture, Job Security, Promotions / Appraisal",
2570,Aka Logistics,Logistics ,3.2,291 Reviews,16 years old,"Promotions / Appraisal, Company Culture, Work Satisfaction",
2571,Ujjivan Financial Services,,4.4,291 Reviews,,"Job Security, Company Culture, Skill Development / Learning",
2572,Aditya Birla Minacs,IT Services & Consulting ,4.6,291 Reviews,43 years old,"Skill Development / Learning, Company Culture, Work Life Balance",
2573,Bonfiglioli Transmissions Private Limited,Industrial Machinery ,3.8,291 Reviews,68 years old,Job Security,"Promotions / Appraisal, Company Culture, Work Life Balance"
2574,Mr Cooper,Financial Services ,4.1,291 Reviews,30 years old,"Job Security, Company Culture, Work Life Balance",
2575,American Axle & Manufacturing,Auto Components ,4.4,290 Reviews,30 years old,"Company Culture, Work Life Balance, Job Security",
2576,Godrej Interio,Furniture & Furnishing ,4.0,290 Reviews,39 years old,Job Security,Promotions / Appraisal
2577,Astra Microwave Products,Hardware & Networking ,3.9,290 Reviews,33 years old,"Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal"
2578,Airtel DTH Services,Telecom ,4.3,290 Reviews,16 years old,"Company Culture, Skill Development / Learning, Work Satisfaction",
2579,Capital Trust,NBFC ,4.0,290 Reviews,38 years old,,
2580,Iol Chemicals & Pharmaceuticals,Pharma ,4.1,290 Reviews,38 years old,"Salary & Benefits, Job Security",
2581,Airtel DTH Services,Telecom ,4.3,290 Reviews,16 years old,"Company Culture, Skill Development / Learning, Work Satisfaction",
2582,Siti Networks,Media & Entertainment ,4.0,290 Reviews,30 years old,Work Life Balance,Promotions / Appraisal
2583,ABP Group,Printing & Publishing ,3.3,290 Reviews,102 years old,"Promotions / Appraisal, Job Security, Work Satisfaction",
2584,Capital Trust,NBFC ,4.0,290 Reviews,38 years old,,
2585,Aditya Anagha Multi State Credit Co-Operative Society,Banking ,4.8,290 Reviews,13 years old,"Company Culture, Skill Development / Learning, Work Life Balance",
2586,Ashapura Group Of Industries,Metals & Mining ,4.0,289 Reviews,64 years old,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
2587,Yamaha Motor India Sales,Automobile ,4.1,289 Reviews,39 years old,Work Life Balance,Promotions / Appraisal
2588,Bengal Beverages,Beverage ,3.4,289 Reviews,29 years old,"Promotions / Appraisal, Company Culture, Work Satisfaction",
2589,Shriram Value Services,IT Services & Consulting ,4.3,289 Reviews,18 years old,"Job Security, Work Life Balance, Company Culture",
2590,Medikabazaar,Medical Equipment ,4.5,289 Reviews,10 years old,"Job Security, Work Satisfaction, Work Life Balance",
2591,Continental Engines,Auto Components ,4.1,289 Reviews,41 years old,Skill Development / Learning,
2592,Mediterranean Shipping Company,Ports & Shipping ,4.1,289 Reviews,54 years old,"Job Security, Company Culture",
2593,DEN Networks,Broadcasting ,3.7,289 Reviews,17 years old,"Promotions / Appraisal, Salary & Benefits, Job Security",
2594,Ami Lifesciences,Healthcare ,3.8,289 Reviews,18 years old,"Job Security, Salary & Benefits",
2595,Rail Vikas Nigam,FMCG ,3.4,289 Reviews,21 years old,"Job Security, Promotions / Appraisal, Company Culture",
2596,Spectrum Talent Management,Recruitment ,3.8,289 Reviews,16 years old,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits"
2597,Healthcare At Home,Healthcare ,3.7,289 Reviews,12 years old,"Promotions / Appraisal, Job Security",
2598,Owens Corning,Building Material ,3.9,288 Reviews,86 years old,"Promotions / Appraisal, Work Satisfaction",
2599,Mann And Hummel Filter,Industrial Machinery ,4.0,288 Reviews,82 years old,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
2600,TransUnion,Financial Services ,4.1,288 Reviews,56 years old,"Work Life Balance, Company Culture, Job Security",
2601,Carl Zeiss,Semiconductors ,4.0,288 Reviews,15 years old,Promotions / Appraisal,
2602,DataMetica,IT Services & Consulting ,3.9,288 Reviews,11 years old,"Skill Development / Learning, Salary & Benefits, Job Security",
2603,National Organic Chemical Industries,Chemicals ,4.0,288 Reviews,49 years old,"Job Security, Work Life Balance, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal"
2604,Eurofins It Solutions,IT Services & Consulting ,3.1,288 Reviews,12 years old,"Promotions / Appraisal, Work Satisfaction, Job Security",
2605,Sakthi Auto Components,Auto Components ,3.4,288 Reviews,41 years old,"Promotions / Appraisal, Salary & Benefits, Company Culture",
2606,Akumentis Healthcare,Healthcare ,3.7,288 Reviews,14 years old,"Promotions / Appraisal, Skill Development / Learning, Job Security",
2607,P.D. Hinduja National Hospital and Medical Research Centre,Healthcare ,3.9,287 Reviews,73 years old,Job Security,Promotions / Appraisal
2608,Roop Automotives,Auto Components ,4.4,287 Reviews,34 years old,"Skill Development / Learning, Company Culture, Job Security",
2609,Course5,Analytics & KPO ,3.9,287 Reviews,24 years old,"Job Security, Company Culture, Skill Development / Learning",
2610,myGate,Law Enforcement & Security ,3.4,287 Reviews,8 years old,"Job Security, Promotions / Appraisal, Work Life Balance",
2611,Agilent Technologies,Pharma ,4.3,286 Reviews,25 years old,"Company Culture, Job Security, Work Life Balance",
2612,TCG Lifesciences,Pharma ,4.2,286 Reviews,23 years old,"Job Security, Work Life Balance, Work Satisfaction",
2613,Piramal Swasthya,Healthcare ,4.2,286 Reviews,17 years old,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
2614,Avineon India,IT Services & Consulting ,3.9,286 Reviews,26 years old,"Salary & Benefits, Promotions / Appraisal",
